SELECT
	*
FROM
	time_card
;
〇変更前
+---------+------------+-----------+
| s_id    | r_date     | work_time |
| DA00001 | 2012-12-09 |         9 |
| DA00001 | 2012-12-12 |         8 |
| DA00001 | 2012-12-13 |        10 |
| DA00001 | 2012-12-14 |         9 |
| DA00001 | 2012-12-15 |         8 |
| DA00001 | 2012-12-16 |         8 |
| DA00001 | 2012-12-19 |         8 |
| DA00001 | 2012-12-20 |         8 |
| DA00001 | 2012-12-21 |         9 |
| DA00001 | 2012-12-22 |         8 |
| DA00001 | 2012-12-23 |        10 |
| DA00001 | 2012-12-26 |         8 |
| DA00001 | 2012-12-27 |         8 |
| DA00001 | 2012-12-28 |         8 |
| DA00001 | 2024-06-07 |         0 |
| FU00001 | 2012-11-01 |         8 |
| FU00001 | 2012-11-02 |         8 |
| FU00001 | 2012-11-03 |         9 |
| FU00001 | 2012-11-04 |         8 |
| FU00001 | 2012-11-07 |        10 |
| FU00001 | 2012-11-08 |         8 |
| FU00001 | 2012-11-09 |         8 |
| FU00001 | 2012-11-10 |         8 |
| FU00001 | 2012-11-11 |         8 |
| FU00001 | 2012-11-14 |        10 |
| FU00001 | 2012-11-15 |         8 |
| FU00001 | 2012-11-16 |         9 |
| FU00001 | 2012-11-17 |         8 |
| FU00001 | 2012-11-18 |         8 |
| FU00001 | 2012-11-21 |         9 |
| FU00001 | 2012-11-22 |         8 |
| FU00001 | 2012-11-23 |        10 |
| FU00001 | 2012-11-24 |         9 |
| FU00001 | 2012-11-25 |         8 |
| FU00001 | 2012-11-28 |         8 |
| FU00001 | 2012-11-29 |         8 |
| FU00001 | 2012-11-30 |         8 |
| FU00001 | 2012-12-01 |         8 |
| FU00001 | 2012-12-02 |        10 |
| FU00001 | 2012-12-05 |         8 |
| FU00001 | 2012-12-06 |         9 |
| FU00001 | 2012-12-07 |         8 |
| FU00001 | 2012-12-08 |         8 |
| FU00001 | 2012-12-09 |         9 |
| FU00001 | 2012-12-12 |         8 |
| FU00001 | 2012-12-13 |        10 |
| FU00001 | 2012-12-14 |         9 |
| FU00001 | 2012-12-15 |         8 |
| FU00001 | 2012-12-16 |         8 |
| FU00001 | 2012-12-19 |         8 |
| FU00001 | 2012-12-20 |         8 |
| FU00001 | 2012-12-21 |         9 |
| FU00001 | 2012-12-22 |         8 |
| FU00001 | 2012-12-23 |        10 |
| FU00001 | 2012-12-26 |         8 |
| FU00001 | 2012-12-27 |         8 |
| FU00001 | 2012-12-28 |         8 |
| FU00001 | 2024-06-07 |         0 |
| FU00002 | 2012-11-01 |         9 |
| FU00002 | 2012-11-02 |         8 |
| FU00002 | 2012-11-03 |        10 |
| FU00002 | 2012-11-04 |         8 |
| FU00002 | 2012-11-07 |         8 |
| FU00002 | 2012-11-08 |         8 |
| FU00002 | 2012-11-09 |         8 |
| FU00002 | 2012-11-10 |        10 |
| FU00002 | 2012-11-11 |         8 |
| FU00002 | 2012-11-14 |         9 |
| FU00002 | 2012-11-15 |         8 |
| FU00002 | 2012-11-16 |         8 |
| FU00002 | 2012-11-17 |         9 |
| FU00002 | 2012-11-18 |         8 |
| FU00002 | 2012-11-21 |        10 |
| FU00002 | 2012-11-22 |         9 |
| FU00002 | 2012-11-23 |         8 |
| FU00002 | 2012-11-24 |         8 |
| FU00002 | 2012-11-25 |         8 |
| FU00002 | 2012-11-28 |         8 |
| FU00002 | 2012-11-29 |         9 |
| FU00002 | 2012-11-30 |         8 |
| FU00002 | 2012-12-01 |         8 |
| FU00002 | 2012-12-02 |        10 |
| FU00002 | 2012-12-05 |         8 |
| FU00002 | 2012-12-06 |         9 |
| FU00002 | 2012-12-07 |         8 |
| FU00002 | 2012-12-08 |         8 |
| FU00002 | 2012-12-09 |         9 |
| FU00002 | 2012-12-12 |         8 |
| FU00002 | 2012-12-13 |        10 |
| FU00002 | 2012-12-14 |         9 |
| FU00002 | 2012-12-15 |         8 |
| FU00002 | 2012-12-16 |         8 |
| FU00002 | 2012-12-19 |         8 |
| FU00002 | 2012-12-20 |         8 |
| FU00002 | 2012-12-21 |         9 |
| FU00002 | 2012-12-22 |         8 |
| FU00002 | 2012-12-23 |        10 |
| FU00002 | 2012-12-26 |         8 |
| FU00002 | 2012-12-27 |         8 |
| FU00002 | 2012-12-28 |         8 |
| FU00002 | 2024-06-07 |         0 |
| HA0002  | 2012-11-01 |        10 |
| HA0002  | 2012-11-02 |         8 |
| HA0002  | 2012-11-03 |         8 |
| HA0002  | 2012-11-04 |         8 |
| HA0002  | 2012-11-07 |         8 |
| HA0002  | 2012-11-08 |        10 |
| HA0002  | 2012-11-09 |         8 |
| HA0002  | 2012-11-10 |         9 |
| HA0002  | 2012-11-11 |         8 |
| HA0002  | 2012-11-14 |         8 |
| HA0002  | 2012-11-15 |         9 |
| HA0002  | 2012-11-16 |         8 |
| HA0002  | 2012-11-17 |        10 |
| HA0002  | 2012-11-18 |         9 |
| HA0002  | 2012-11-21 |         8 |
| HA0002  | 2012-11-22 |         8 |
| HA0002  | 2012-11-23 |         8 |
| HA0002  | 2012-11-24 |         8 |
| HA0002  | 2012-11-25 |         9 |
| HA0002  | 2012-11-28 |         8 |
| HA0002  | 2012-11-29 |        10 |
| HA0002  | 2012-11-30 |         8 |
| HA0002  | 2012-12-01 |         8 |
| HA0002  | 2012-12-02 |        10 |
| HA0002  | 2012-12-05 |         8 |
| HA0002  | 2012-12-06 |         9 |
| HA0002  | 2012-12-07 |         8 |
| HA0002  | 2012-12-08 |         8 |
| HA0002  | 2012-12-09 |         9 |
| HA0002  | 2012-12-12 |         8 |
| HA0002  | 2012-12-13 |        10 |
| HA0002  | 2012-12-14 |         9 |
| HA0002  | 2012-12-15 |         8 |
| HA0002  | 2012-12-16 |         8 |
| HA0002  | 2012-12-19 |         8 |
| HA0002  | 2012-12-20 |         8 |
| HA0002  | 2012-12-21 |         9 |
| HA0002  | 2012-12-22 |         8 |
| HA0002  | 2012-12-23 |        10 |
| HA0002  | 2012-12-26 |         8 |
| HA0002  | 2012-12-27 |         8 |
| HA0002  | 2012-12-28 |         8 |
| HA0002  | 2024-06-07 |         0 |
| KA00001 | 2012-11-01 |        10 |
| KA00001 | 2012-11-02 |         9 |
| KA00001 | 2012-11-03 |         8 |
| KA00001 | 2012-11-04 |         8 |
| KA00001 | 2012-11-07 |         8 |
| KA00001 | 2012-11-08 |         8 |
| KA00001 | 2012-11-09 |         9 |
| KA00001 | 2012-11-10 |         8 |
| KA00001 | 2012-11-11 |        10 |
| KA00001 | 2012-11-14 |         8 |
| KA00001 | 2012-11-15 |         8 |
| KA00001 | 2012-11-16 |         8 |
| KA00001 | 2012-11-17 |         8 |
| KA00001 | 2012-11-18 |        10 |
| KA00001 | 2012-11-21 |         8 |
| KA00001 | 2012-11-22 |         9 |
| KA00001 | 2012-11-23 |         8 |
| KA00001 | 2012-11-24 |         8 |
| KA00001 | 2012-11-25 |         9 |
| KA00001 | 2012-11-28 |         8 |
| KA00001 | 2012-11-29 |        10 |
| KA00001 | 2012-11-30 |         9 |
| KA00001 | 2012-12-01 |         8 |
| KA00001 | 2012-12-02 |        10 |
| KA00001 | 2012-12-05 |         8 |
| KA00001 | 2012-12-06 |         9 |
| KA00001 | 2012-12-07 |         8 |
| KA00001 | 2012-12-08 |         8 |
| KA00001 | 2012-12-09 |         9 |
| KA00001 | 2012-12-12 |         8 |
| KA00001 | 2012-12-13 |        10 |
| KA00001 | 2012-12-14 |         9 |
| KA00001 | 2012-12-15 |         8 |
| KA00001 | 2012-12-16 |         8 |
| KA00001 | 2012-12-19 |         8 |
| KA00001 | 2012-12-20 |         8 |
| KA00001 | 2012-12-21 |         9 |
| KA00001 | 2012-12-22 |         8 |
| KA00001 | 2012-12-23 |        10 |
| KA00001 | 2012-12-26 |         8 |
| KA00001 | 2012-12-27 |         8 |
| KA00001 | 2012-12-28 |         8 |
| KA00001 | 2024-06-07 |         0 |
| KA00002 | 2012-11-01 |         8 |
| KA00002 | 2012-11-02 |         8 |
| KA00002 | 2012-11-03 |         8 |
| KA00002 | 2012-11-04 |         8 |
| KA00002 | 2012-11-07 |         9 |
| KA00002 | 2012-11-08 |         8 |
| KA00002 | 2012-11-09 |        10 |
| KA00002 | 2012-11-10 |         8 |
| KA00002 | 2012-11-11 |         8 |
| KA00002 | 2012-11-14 |         8 |
| KA00002 | 2012-11-15 |         8 |
| KA00002 | 2012-11-16 |        10 |
| KA00002 | 2012-11-17 |         8 |
| KA00002 | 2012-11-18 |         9 |
| KA00002 | 2012-11-21 |         8 |
| KA00002 | 2012-11-22 |         8 |
| KA00002 | 2012-11-23 |         9 |
| KA00002 | 2012-11-24 |         8 |
| KA00002 | 2012-11-25 |        10 |
| KA00002 | 2012-11-28 |         9 |
| KA00002 | 2012-11-29 |         8 |
| KA00002 | 2012-11-30 |         8 |
| KA00002 | 2012-12-01 |         8 |
| KA00002 | 2012-12-02 |        10 |
| KA00002 | 2012-12-05 |         8 |
| KA00002 | 2012-12-06 |         9 |
| KA00002 | 2012-12-07 |         8 |
| KA00002 | 2012-12-08 |         8 |
| KA00002 | 2012-12-09 |         9 |
| KA00002 | 2012-12-12 |         8 |
| KA00002 | 2012-12-13 |        10 |
| KA00002 | 2012-12-14 |         9 |
| KA00002 | 2012-12-15 |         8 |
| KA00002 | 2012-12-16 |         8 |
| KA00002 | 2012-12-19 |         8 |
| KA00002 | 2012-12-20 |         8 |
| KA00002 | 2012-12-21 |         9 |
| KA00002 | 2012-12-22 |         8 |
| KA00002 | 2012-12-23 |        10 |
| KA00002 | 2012-12-26 |         8 |
| KA00002 | 2012-12-27 |         8 |
| KA00002 | 2012-12-28 |         8 |
| KA00002 | 2024-06-07 |         0 |
| KA00003 | 2012-11-01 |        10 |
| KA00003 | 2012-11-02 |         9 |
| KA00003 | 2012-11-03 |         8 |
| KA00003 | 2012-11-04 |         8 |
| KA00003 | 2012-11-07 |         8 |
| KA00003 | 2012-11-08 |         8 |
| KA00003 | 2012-11-09 |         9 |
| KA00003 | 2012-11-10 |         8 |
| KA00003 | 2012-11-11 |        10 |
| KA00003 | 2012-11-14 |         8 |
| KA00003 | 2012-11-15 |         8 |
| KA00003 | 2012-11-16 |         8 |
| KA00003 | 2012-11-17 |         8 |
| KA00003 | 2012-11-18 |        10 |
| KA00003 | 2012-11-21 |         8 |
| KA00003 | 2012-11-22 |         9 |
| KA00003 | 2012-11-23 |         8 |
| KA00003 | 2012-11-24 |         8 |
| KA00003 | 2012-11-25 |         9 |
| KA00003 | 2012-11-28 |         8 |
| KA00003 | 2012-11-29 |        10 |
| KA00003 | 2012-11-30 |         9 |
| KA00003 | 2012-12-01 |         8 |
| KA00003 | 2012-12-02 |        10 |
| KA00003 | 2012-12-05 |         8 |
| KA00003 | 2012-12-06 |         9 |
| KA00003 | 2012-12-07 |         8 |
| KA00003 | 2012-12-08 |         8 |
| KA00003 | 2012-12-09 |         9 |
| KA00003 | 2012-12-12 |         8 |
| KA00003 | 2012-12-13 |        10 |
| KA00003 | 2012-12-14 |         9 |
| KA00003 | 2012-12-15 |         8 |
| KA00003 | 2012-12-16 |         8 |
| KA00003 | 2012-12-19 |         8 |
| KA00003 | 2012-12-20 |         8 |
| KA00003 | 2012-12-21 |         9 |
| KA00003 | 2012-12-22 |         8 |
| KA00003 | 2012-12-23 |        10 |
| KA00003 | 2012-12-26 |         8 |
| KA00003 | 2012-12-27 |         8 |
| KA00003 | 2012-12-28 |         8 |
| KA00003 | 2024-06-07 |         0 |
| KI00001 | 2012-11-01 |         9 |
| KI00001 | 2012-11-02 |         8 |
| KI00001 | 2012-11-03 |        10 |
| KI00001 | 2012-11-04 |         9 |
| KI00001 | 2012-11-07 |         8 |
| KI00001 | 2012-11-08 |         8 |
| KI00001 | 2012-11-09 |         8 |
| KI00001 | 2012-11-10 |         8 |
| KI00001 | 2012-11-11 |         9 |
| KI00001 | 2012-11-14 |         8 |
| KI00001 | 2012-11-15 |        10 |
| KI00001 | 2012-11-16 |         8 |
| KI00001 | 2012-11-17 |         8 |
| KI00001 | 2012-11-18 |         8 |
| KI00001 | 2012-11-21 |         8 |
| KI00001 | 2012-11-22 |        10 |
| KI00001 | 2012-11-23 |         8 |
| KI00001 | 2012-11-24 |         9 |
| KI00001 | 2012-11-25 |         8 |
| KI00001 | 2012-11-28 |         8 |
| KI00001 | 2012-11-29 |         9 |
| KI00001 | 2012-11-30 |         8 |
| KI00001 | 2012-12-01 |         8 |
| KI00001 | 2012-12-02 |        10 |
| KI00001 | 2012-12-05 |         8 |
| KI00001 | 2012-12-06 |         9 |
| KI00001 | 2012-12-07 |         8 |
| KI00001 | 2012-12-08 |         8 |
| KI00001 | 2012-12-09 |         9 |
| KI00001 | 2012-12-12 |         8 |
| KI00001 | 2012-12-13 |        10 |
| KI00001 | 2012-12-14 |         9 |
| KI00001 | 2012-12-15 |         8 |
| KI00001 | 2012-12-16 |         8 |
| KI00001 | 2012-12-19 |         8 |
| KI00001 | 2012-12-20 |         8 |
| KI00001 | 2012-12-21 |         9 |
| KI00001 | 2012-12-22 |         8 |
| KI00001 | 2012-12-23 |        10 |
| KI00001 | 2012-12-26 |         8 |
| KI00001 | 2012-12-27 |         8 |
| KI00001 | 2012-12-28 |         8 |
| KI00001 | 2024-06-07 |         0 |
| NA00001 | 2012-11-01 |         9 |
| NA00001 | 2012-11-02 |         8 |
| NA00001 | 2012-11-03 |        10 |
| NA00001 | 2012-11-04 |         8 |
| NA00001 | 2012-11-07 |         8 |
| NA00001 | 2012-11-08 |         8 |
| NA00001 | 2012-11-09 |         8 |
| NA00001 | 2012-11-10 |        10 |
| NA00001 | 2012-11-11 |         8 |
| NA00001 | 2012-11-14 |         9 |
| NA00001 | 2012-11-15 |         8 |
| NA00001 | 2012-11-16 |         8 |
| NA00001 | 2012-11-17 |         9 |
| NA00001 | 2012-11-18 |         8 |
| NA00001 | 2012-11-21 |        10 |
| NA00001 | 2012-11-22 |         9 |
| NA00001 | 2012-11-23 |         8 |
| NA00001 | 2012-11-24 |         8 |
| NA00001 | 2012-11-25 |         8 |
| NA00001 | 2012-11-28 |         8 |
| NA00001 | 2012-11-29 |         9 |
| NA00001 | 2012-11-30 |         8 |
| NA00001 | 2012-12-01 |         8 |
| NA00001 | 2012-12-02 |         8 |
| NA00001 | 2012-12-05 |         9 |
| NA00001 | 2012-12-06 |         8 |
| NA00001 | 2012-12-07 |        10 |
| NA00001 | 2012-12-08 |         9 |
| NA00001 | 2012-12-09 |         8 |
| NA00001 | 2012-12-12 |         8 |
| NA00001 | 2012-12-13 |         8 |
| NA00001 | 2012-12-14 |         8 |
| NA00001 | 2012-12-15 |         9 |
| NA00001 | 2012-12-16 |         8 |
| NA00001 | 2012-12-19 |        10 |
| NA00001 | 2012-12-20 |         8 |
| NA00001 | 2012-12-21 |         8 |
| NA00001 | 2012-12-22 |         8 |
| NA00001 | 2012-12-23 |         8 |
| NA00001 | 2012-12-26 |        10 |
| NA00001 | 2012-12-27 |         8 |
| NA00001 | 2012-12-28 |         9 |
| NA00001 | 2024-06-07 |         0 |
| NI00001 | 2024-06-07 |         0 |
| NI00002 | 2024-06-07 |         0 |
| NO00001 | 2012-11-01 |        10 |
| NO00001 | 2012-11-02 |         8 |
| NO00001 | 2012-11-03 |         8 |
| NO00001 | 2012-11-04 |         8 |
| NO00001 | 2012-11-07 |         8 |
| NO00001 | 2012-11-08 |        10 |
| NO00001 | 2012-11-09 |         8 |
| NO00001 | 2012-11-10 |         9 |
| NO00001 | 2012-11-11 |         8 |
| NO00001 | 2012-11-14 |         8 |
| NO00001 | 2012-11-15 |         9 |
| NO00001 | 2012-11-16 |         8 |
| NO00001 | 2012-11-17 |        10 |
| NO00001 | 2012-11-18 |         9 |
| NO00001 | 2012-11-21 |         8 |
| NO00001 | 2012-11-22 |         8 |
| NO00001 | 2012-11-23 |         8 |
| NO00001 | 2012-11-24 |         8 |
| NO00001 | 2012-11-25 |         9 |
| NO00001 | 2012-11-28 |         8 |
| NO00001 | 2012-11-29 |        10 |
| NO00001 | 2012-11-30 |         8 |
| NO00001 | 2012-12-01 |         8 |
| NO00001 | 2012-12-02 |         8 |
| NO00001 | 2012-12-05 |         9 |
| NO00001 | 2012-12-06 |         8 |
| NO00001 | 2012-12-07 |        10 |
| NO00001 | 2012-12-08 |         9 |
| NO00001 | 2012-12-09 |         8 |
| NO00001 | 2012-12-12 |         8 |
| NO00001 | 2012-12-13 |         8 |
| NO00001 | 2012-12-14 |         8 |
| NO00001 | 2012-12-15 |         9 |
| NO00001 | 2012-12-16 |         8 |
| NO00001 | 2012-12-19 |        10 |
| NO00001 | 2012-12-20 |         8 |
| NO00001 | 2012-12-21 |         8 |
| NO00001 | 2012-12-22 |         8 |
| NO00001 | 2012-12-23 |         8 |
| NO00001 | 2012-12-26 |        10 |
| NO00001 | 2012-12-27 |         8 |
| NO00001 | 2012-12-28 |         9 |
| NO00001 | 2024-06-07 |         0 |
| SI00001 | 2012-11-01 |         8 |
| SI00001 | 2012-11-02 |        10 |
| SI00001 | 2012-11-03 |         8 |
| SI00001 | 2012-11-04 |         9 |
| SI00001 | 2012-11-07 |         8 |
| SI00001 | 2012-11-08 |         8 |
| SI00001 | 2012-11-09 |         9 |
| SI00001 | 2012-11-10 |         8 |
| SI00001 | 2012-11-11 |        10 |
| SI00001 | 2012-11-14 |         9 |
| SI00001 | 2012-11-15 |         8 |
| SI00001 | 2012-11-16 |         8 |
| SI00001 | 2012-11-17 |         8 |
| SI00001 | 2012-11-18 |         8 |
| SI00001 | 2012-11-21 |         9 |
| SI00001 | 2012-11-22 |         8 |
| SI00001 | 2012-11-23 |        10 |
| SI00001 | 2012-11-24 |         8 |
| SI00001 | 2012-11-25 |         8 |
| SI00001 | 2012-11-28 |         8 |
| SI00001 | 2012-11-29 |         8 |
| SI00001 | 2012-11-30 |         8 |
| SI00001 | 2012-12-01 |         8 |
| SI00001 | 2012-12-02 |        10 |
| SI00001 | 2012-12-05 |         8 |
| SI00001 | 2012-12-06 |         9 |
| SI00001 | 2012-12-07 |         8 |
| SI00001 | 2012-12-08 |         8 |
| SI00001 | 2012-12-09 |         9 |
| SI00001 | 2012-12-12 |         8 |
| SI00001 | 2012-12-13 |        10 |
| SI00001 | 2012-12-14 |         9 |
| SI00001 | 2012-12-15 |         8 |
| SI00001 | 2012-12-16 |         8 |
| SI00001 | 2012-12-19 |         8 |
| SI00001 | 2012-12-20 |         8 |
| SI00001 | 2012-12-21 |         9 |
| SI00001 | 2012-12-22 |         8 |
| SI00001 | 2012-12-23 |        10 |
| SI00001 | 2012-12-26 |         8 |
| SI00001 | 2012-12-27 |         8 |
| SI00001 | 2012-12-28 |         8 |
| SI00001 | 2024-06-07 |         0 |
| TA00001 | 2012-11-01 |         8 |
| TA00001 | 2012-11-02 |         8 |
| TA00001 | 2012-11-03 |         9 |
| TA00001 | 2012-11-04 |         8 |
| TA00001 | 2012-11-07 |        10 |
| TA00001 | 2012-11-08 |         9 |
| TA00001 | 2012-11-09 |         8 |
| TA00001 | 2012-11-10 |         8 |
| TA00001 | 2012-11-11 |         8 |
| TA00001 | 2012-11-14 |         8 |
| TA00001 | 2012-11-15 |         9 |
| TA00001 | 2012-11-16 |         8 |
| TA00001 | 2012-11-17 |        10 |
| TA00001 | 2012-11-18 |         8 |
| TA00001 | 2012-11-21 |         8 |
| TA00001 | 2012-11-22 |         8 |
| TA00001 | 2012-11-23 |         8 |
| TA00001 | 2012-11-24 |        10 |
| TA00001 | 2012-11-25 |         8 |
| TA00001 | 2012-11-28 |         9 |
| TA00001 | 2012-11-29 |         8 |
| TA00001 | 2012-11-30 |         8 |
| TA00001 | 2012-12-01 |        10 |
| TA00001 | 2012-12-02 |        11 |
| TA00001 | 2012-12-05 |        10 |
| TA00001 | 2012-12-06 |         9 |
| TA00001 | 2012-12-07 |        10 |
| TA00001 | 2012-12-08 |         8 |
| TA00001 | 2012-12-09 |         8 |
| TA00001 | 2012-12-12 |         8 |
| TA00001 | 2012-12-13 |         8 |
| TA00001 | 2012-12-14 |         4 |
| TA00001 | 2012-12-15 |         8 |
| TA00001 | 2012-12-16 |         8 |
| TA00001 | 2012-12-19 |        10 |
| TA00001 | 2012-12-20 |         9 |
| TA00001 | 2012-12-21 |         9 |
| TA00001 | 2012-12-22 |         8 |
| TA00001 | 2012-12-23 |        11 |
| TA00001 | 2012-12-26 |         9 |
| TA00001 | 2012-12-27 |         8 |
| TA00001 | 2012-12-28 |         6 |
| TA00001 | 2024-06-07 |         0 |
| TA00002 | 2012-11-01 |         8 |
| TA00002 | 2012-11-02 |         8 |
| TA00002 | 2012-11-03 |         8 |
| TA00002 | 2012-11-04 |        10 |
| TA00002 | 2012-11-07 |         8 |
| TA00002 | 2012-11-08 |         9 |
| TA00002 | 2012-11-09 |         8 |
| TA00002 | 2012-11-10 |         8 |
| TA00002 | 2012-11-11 |         9 |
| TA00002 | 2012-11-14 |         8 |
| TA00002 | 2012-11-15 |        10 |
| TA00002 | 2012-11-16 |         9 |
| TA00002 | 2012-11-17 |         8 |
| TA00002 | 2012-11-18 |         8 |
| TA00002 | 2012-11-21 |         8 |
| TA00002 | 2012-11-22 |         8 |
| TA00002 | 2012-11-23 |         9 |
| TA00002 | 2012-11-24 |         8 |
| TA00002 | 2012-11-25 |        10 |
| TA00002 | 2012-11-28 |         8 |
| TA00002 | 2012-11-29 |         8 |
| TA00002 | 2012-11-30 |         8 |
| TA00002 | 2012-12-01 |         8 |
| TA00002 | 2012-12-02 |        10 |
| TA00002 | 2012-12-05 |         8 |
| TA00002 | 2012-12-06 |         9 |
| TA00002 | 2012-12-07 |         8 |
| TA00002 | 2012-12-08 |         8 |
| TA00002 | 2012-12-09 |         9 |
| TA00002 | 2012-12-12 |         8 |
| TA00002 | 2012-12-13 |        10 |
| TA00002 | 2012-12-14 |         9 |
| TA00002 | 2012-12-15 |         8 |
| TA00002 | 2012-12-16 |         8 |
| TA00002 | 2012-12-19 |         8 |
| TA00002 | 2012-12-20 |         8 |
| TA00002 | 2012-12-21 |         9 |
| TA00002 | 2012-12-22 |         8 |
| TA00002 | 2012-12-23 |        10 |
| TA00002 | 2012-12-26 |         8 |
| TA00002 | 2012-12-27 |         8 |
| TA00002 | 2012-12-28 |         8 |
| TA00002 | 2024-06-07 |         0 |
| TO00002 | 2012-11-01 |         8 |
| TO00002 | 2012-11-02 |         8 |
| TO00002 | 2012-11-03 |         9 |
| TO00002 | 2012-11-04 |         8 |
| TO00002 | 2012-11-07 |        10 |
| TO00002 | 2012-11-08 |         8 |
| TO00002 | 2012-11-09 |         8 |
| TO00002 | 2012-11-10 |         8 |
| TO00002 | 2012-11-11 |         8 |
| TO00002 | 2012-11-14 |        10 |
| TO00002 | 2012-11-15 |         8 |
| TO00002 | 2012-11-16 |         9 |
| TO00002 | 2012-11-17 |         8 |
| TO00002 | 2012-11-18 |         8 |
| TO00002 | 2012-11-21 |         9 |
| TO00002 | 2012-11-22 |         8 |
| TO00002 | 2012-11-23 |        10 |
| TO00002 | 2012-11-24 |         9 |
| TO00002 | 2012-11-25 |         8 |
| TO00002 | 2012-11-28 |         8 |
| TO00002 | 2012-11-29 |         8 |
| TO00002 | 2012-11-30 |         8 |
| TO00002 | 2012-12-01 |         8 |
| TO00002 | 2012-12-02 |        10 |
| TO00002 | 2012-12-05 |         8 |
| TO00002 | 2012-12-06 |         9 |
| TO00002 | 2012-12-07 |         8 |
| TO00002 | 2012-12-08 |         8 |
| TO00002 | 2012-12-09 |         9 |
| TO00002 | 2012-12-12 |         8 |
| TO00002 | 2012-12-13 |        10 |
| TO00002 | 2012-12-14 |         9 |
| TO00002 | 2012-12-15 |         8 |
| TO00002 | 2012-12-16 |         8 |
| TO00002 | 2012-12-19 |         8 |
| TO00002 | 2012-12-20 |         8 |
| TO00002 | 2012-12-21 |         9 |
| TO00002 | 2012-12-22 |         8 |
| TO00002 | 2012-12-23 |        10 |
| TO00002 | 2012-12-26 |         8 |
| TO00002 | 2012-12-27 |         8 |
| TO00002 | 2012-12-28 |         8 |
| TO00002 | 2024-06-07 |         0 |
| TU00001 | 2012-11-01 |         8 |
| TU00001 | 2012-11-02 |         8 |
| TU00001 | 2012-11-03 |         8 |
| TU00001 | 2012-11-04 |         8 |
| TU00001 | 2012-11-07 |         9 |
| TU00001 | 2012-11-08 |         8 |
| TU00001 | 2012-11-09 |        10 |
| TU00001 | 2012-11-10 |         8 |
| TU00001 | 2012-11-11 |         8 |
| TU00001 | 2012-11-14 |         8 |
| TU00001 | 2012-11-15 |         8 |
| TU00001 | 2012-11-16 |        10 |
| TU00001 | 2012-11-17 |         8 |
| TU00001 | 2012-11-18 |         9 |
| TU00001 | 2012-11-21 |         8 |
| TU00001 | 2012-11-22 |         8 |
| TU00001 | 2012-11-23 |         9 |
| TU00001 | 2012-11-24 |         8 |
| TU00001 | 2012-11-25 |        10 |
| TU00001 | 2012-11-28 |         9 |
| TU00001 | 2012-11-29 |         8 |
| TU00001 | 2012-11-30 |         8 |
| TU00001 | 2012-12-01 |         8 |
| TU00001 | 2012-12-02 |        10 |
| TU00001 | 2012-12-05 |         8 |
| TU00001 | 2012-12-06 |         9 |
| TU00001 | 2012-12-07 |         8 |
| TU00001 | 2012-12-08 |         8 |
| TU00001 | 2012-12-09 |         9 |
| TU00001 | 2012-12-12 |         8 |
| TU00001 | 2012-12-13 |        10 |
| TU00001 | 2012-12-14 |         9 |
| TU00001 | 2012-12-15 |         8 |
| TU00001 | 2012-12-16 |         8 |
| TU00001 | 2012-12-19 |         8 |
| TU00001 | 2012-12-20 |         8 |
| TU00001 | 2012-12-21 |         9 |
| TU00001 | 2012-12-22 |         8 |
| TU00001 | 2012-12-23 |        10 |
| TU00001 | 2012-12-26 |         8 |
| TU00001 | 2012-12-27 |         8 |
| TU00001 | 2012-12-28 |         8 |
| TU00001 | 2024-06-07 |         0 |
+---------+------------+-----------+
